Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
KIF5A	KIF5A	3798	12	57943846	57978554	12q13.13	NM_004984.2	NP_004975.2	-	-	-	-	-	-	-	-	-	-	-	-	86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PIP4K2C	PIP4K2C	79837	12	57984941	57997211	12q13.3	NM_001146258.1	NP_001139731.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLC26A10	SLC26A10	65012	12	58013692	58019934	12q13	NM_133489.2	NP_597996.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	-	-	-	-	-	66	53	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
OS9	OS9	10956	12	58087737	58115340	12q13	NM_006812.3	NP_001017958.1	-	-	-	-	-	-	-	-	-	-	-	-	38	-	59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AGAP2	AGAP2	116986	12	58118075	58135944	12q14.1	NM_001122772.2	NP_055585.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TSPAN31	TSPAN31	6302	12	58138783	58142026	12q13.3	NM_005981.3	NP_005972.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CDK4	CDK4	1019	12	58141509	58146230	12q14	NM_000075.3	NP_000066.1	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CYP27B1	CYP27B1	1594	12	58156116	58160976	12q13.1-q13.3	NM_000785.3	NP_000776.1	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AVIL	AVIL	10677	12	58191159	58209852	12q14.1	NM_006576.3	NP_006567.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XRCC6BP1	XRCC6BP1	91419	12	58335444	58351052	12q14.1	NM_033276.2	NP_150592.1	-	-	-	-	-	-	-	-	-	-	-	-	-	73	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLC16A7	SLC16A7	9194	12	59989820	60183635	12q13	NM_001270623.1	NP_001257551.1	-	-	-	-	-	-	-	-	-	-	-	-	72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MON2	MON2	23041	12	62860596	62991363	12q14.1	NM_015026.2	NP_055841.2	-	-	-	-	-	-	-	-	-	-	-	-	87	-	23	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AVPR1A	AVPR1A	552	12	63536538	63546590	12q14-q15	NM_000706.4	NP_000697.1	-	-	-	-	-	-	-	-	-	-	-	-	53	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRGAP1	SRGAP1	57522	12	64238540	64541613	12q14.2	NM_020762.2	NP_065813.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XPOT	XPOT	11260	12	64798152	64842463	12q14.2	NM_007235.4	NP_009166.2	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TBK1	TBK1	29110	12	64845839	64895899	12q14.1	NM_013254.3	NP_037386.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GNS	GNS	2799	12	65107221	65153226	12q14	NM_002076.3	NP_002067.1	-	-	-	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WIF1	WIF1	11197	12	65444403	65515346	12q14.3	NM_007191.4	NP_009122.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75	-	-	-	-	-	-	-	-
LEMD3	LEMD3	23592	12	65563350	65642141	12q14	NM_001167614.1	NP_055134.2	-	-	-	-	-	-	-	-	-	-	-	-	89	-	59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MSRB3	MSRB3	253827	12	65672422	65860687	12q14.3	NM_198080.3	NP_001180390.1	-	-	-	-	-	-	-	-	-	-	-	-	48	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LLPH	LLPH	84298	12	66516848	66524533	12q14.3	NM_032338.3	NP_115714.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IRAK3	IRAK3	11213	12	66582977	66648394	12q14.3	NM_001142523.1	NP_001135995.1	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HELB	HELB	92797	12	66696334	66737423	12q14.3|12q	NM_033647.3	NP_387467.2	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	59	-	-	-	-	-	47	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GRIP1	GRIP1	23426	12	66741210	67072925	12q14.3	NM_021150.3	NP_001171545.1	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAND1	CAND1	55832	12	67663060	67708472	12q14	NM_018448.3	NP_060918.2	-	-	-	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL22	IL22	50616	12	68642024	68647281	12q15	NM_020525.4	NP_065386.1	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	82	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MDM1	MDM1	56890	12	68688345	68726161	12q15	NM_001205028.1	NP_059136.2	-	-	-	-	-	-	-	-	-	-	-	-	62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLC35E3	SLC35E3	55508	12	69139935	69159853	12q15	NM_018656.2	NP_061126.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CPSF6	CPSF6	11052	12	69633316	69668138	12q15	NM_007007.2	NP_008938.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-
FRS2	FRS2	10818	12	69864128	69973571	12q15	NM_001042555.2	NP_001036020.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CCT2	CCT2	10576	12	69979207	69995357	12q15	NM_001198842.1	NP_001185771.1	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BEST3	BEST3	144453	12	70037287	70093196	12q14.2-q15	NM_032735.2	NP_116124.2	-	-	-	-	-	-	-	-	-	-	-	-	77	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RAB3IP	RAB3IP	117177	12	70132465	70216984	12q15	NM_175624.3	NP_783323.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-
CNOT2	CNOT2	4848	12	70636773	70748773	12q15	NM_001199303.1	NP_001186232.1	-	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KCNMB4	KCNMB4	27345	12	70760061	70828072	12q	NM_014505.5	NP_055320.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PTPRR	PTPRR	5801	12	71031852	71314584	12q15	NM_001207016.1	NP_001193945.1	-	-	-	-	-	-	-	-	-	-	-	-	82	-	-	-	62	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LGR5	LGR5	8549	12	71833549	71980088	12q22-q23	NM_003667.3	NP_003658.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZFC3H1	ZFC3H1	196441	12	72003378	72057749	12q21.1	NM_144982.4	NP_659419.3	-	-	-	-	-	-	-	-	-	-	-	-	42	-	78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
THAP2	THAP2	83591	12	72057676	72074428	12q21.1	NM_031435.3	NP_113623.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TPH2	TPH2	121278	12	72332625	72426221	12q21.1	NM_173353.3	NP_775489.2	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRHDE	TRHDE	29953	12	72666528	73059422	12q15-q21	NM_013381.2	NP_037513.1	-	-	-	-	-	-	-	-	-	-	-	-	64	39	88	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	45	42	-	-	-	-	-	-	-	66	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KCNC2	KCNC2	3747	12	75433857	75603528	12q14.1	NM_001260499.1	NP_631874.1	-	-	-	-	-	-	-	-	-	-	-	-	41	-	33	-	-	-	-	-	-	-	-	-	-	-	22	-	-	-	-	-	53	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAPS2	CAPS2	84698	12	75669758	75784702	12q14.1	NM_032606.3	NP_115995.2	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KRR1	KRR1	11103	12	75891418	75905418	12q21.2	NM_007043.6	NP_008974.5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BBS10	BBS10	79738	12	76738265	76742222	12q21.2	NM_024685.3	NP_078961.3	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-
OSBPL8	OSBPL8	114882	12	76745577	76953589	12q14	NM_020841.4	NP_065892.1	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	-	-	-	-	-	-	-	-	87	-	-	-	-	-	-	-	-
E2F7	E2F7	144455	12	77415025	77459360	12q21.2	NM_203394.2	NP_976328.2	-	-	-	-	-	-	-	-	-	-	-	-	53	-	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-
NAV3	NAV3	89795	12	78225068	78606792	12q14.3	NM_014903.4	NP_055718.4	-	-	-	-	-	-	-	-	-	-	-	-	91	-	77	-	59	-	-	-	-	-	-	-	-	-	-	-	100	-	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98	-	-	-	-	-	-	-	-
SYT1	SYT1	6857	12	79257772	79845788	12cen-q21	NM_005639.2	NP_001129278.1	-	-	-	-	-	-	-	-	-	-	-	-	64	-	-	-	-	-	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	64	-	-	-	-	-	-	-	-
PAWR	PAWR	5074	12	79985744	80084790	12q21	NM_002583.2	NP_002574.2	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MYF6	MYF6	4618	12	81101407	81103256	12q21	NM_002469.2	NP_002460.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MYF5	MYF5	4617	12	81110707	81113447	12q21	NM_005593.2	NP_005584.2	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-
ACSS3	ACSS3	79611	12	81471808	81649582	12q21.31	NM_024560.2	NP_078836.1	-	-	-	-	-	-	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TMTC2	TMTC2	160335	12	83080933	83528067	12q21.31	NM_152588.1	NP_689801.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-
SLC6A15	SLC6A15	55117	12	85253266	85306608	12q21.3	NM_018057.6	NP_060527.2	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-
LRRIQ1	LRRIQ1	84125	12	85430098	85638883	12q21.31	NM_001079910.1	NP_001073379.1	99	-	-	-	100	-	-	-	-	-	-	-	74	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	100	-	-	-	-	-	-	100	-	-	100	100	-	-	-	-	-	-	-	-	-	-	-	-	-
ALX1	ALX1	8092	12	85674035	85695561	12q21.31	NM_006982.2	NP_008913.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NTS	NTS	4922	12	86268072	86276770	12q21	NM_006183.4	NP_006174.1	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGAT4C	MGAT4C	25834	12	86373036	87232681	12q21	NM_013244.3	NP_037376.2	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C12orf50	C12orf50	160419	12	88373815	88423176	12q21.32	NM_152589.1	NP_689802.1	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C12orf29	C12orf29	91298	12	88429267	88443937	12q21.32	NM_001009894.2	NP_001009894.2	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KITLG	KITLG	4254	12	88886569	88974250	12q22	NM_000899.4	NP_003985.2	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-
DUSP6	DUSP6	1848	12	89741601	89746636	12q22-q23	NM_001946.2	NP_073143.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATP2B1	ATP2B1	490	12	89981825	90049844	12q21.3	NM_001001323.1	NP_001673.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	100	-	-
CCER1	CCER1	196477	12	91345991	91348953	12q21.33	NM_152638.2	NP_689851.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	-	36	-	-	-	-	71	-	-	-	-	-	35	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EPYC	EPYC	1833	12	91357455	91398803	12q21	NM_004950.4	NP_004941.2	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KERA	KERA	11081	12	91444270	91452131	12q22	NM_007035.3	NP_008966.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LUM	LUM	4060	12	91497231	91505542	12q21.3-q22	NM_002345.3	NP_002336.1	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	-
DCN	DCN	1634	12	91537053	91576901	12q21.33	NM_133504.2	NP_598012.1	-	-	-	-	-	-	-	-	-	-	-	-	77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CLLU1	CLLU1	574028	12	92815306	92824778	12q22	NM_001025233.1	NP_001020404.1	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EEA1	EEA1	8411	12	93166284	93323107	12q22	NM_003566.3	NP_003557.2	-	-	-	-	-	42	-	-	-	-	-	57	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PLXNC1	PLXNC1	10154	12	94542498	94701451	12q23.3	NM_005761.2	NP_005752.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61	-	-	-	-	-	-	-	-
CEP83	CEP83	51134	12	94702055	94853764	12q22	NM_016122.2	NP_001035858.1	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NR2C1	NR2C1	7181	12	95414004	95467404	12q22	NM_001032287.2	NP_003288.2	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FGD6	FGD6	55785	12	95470524	95611240	12q22	NM_018351.3	NP_060821.3	-	-	-	-	-	-	-	-	-	-	-	-	53	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-
METAP2	METAP2	10988	12	95867821	95909613	12q22	NM_006838.3	NP_006829.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-
USP44	USP44	84101	12	95910335	95945266	12q22	NM_032147.3	NP_115523.2	-	-	-	-	-	-	-	-	-	-	-	-	75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NTN4	NTN4	59277	12	96051582	96184536	12q22	NM_021229.3	NP_067052.2	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CCDC38	CCDC38	120935	12	96260825	96336428	12q23.1	NM_182496.2	NP_872302.2	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LTA4H	LTA4H	4048	12	96394530	96437298	12q22	NM_001256644.1	NP_001243573.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
