Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
PRKCB1	PRKCB	5579	16	23847299	24231932	16p11.2	NM_212535.2	NP_002729.2	-1.673	-2.2	-0.581	-1.563	-2.07	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-1.62	-1.23	-2.269	-2.35	-1.992	-2.879	-1.977	4.521	3.704	4.905	3.163	1.483	1.353	-1.993	1.597	-2.683	-1.637	-0.155	0.579	-2.711	-2.893	-2.701	-2.789	-0.492	2.065	-1.298	-0.084	-1.305	1.746	-0.846	0.909	-1.328	0.64	-1.334	-0.151	-1.784	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
MVP	MVP	9961	16	29831714	29859360	16p11.2	NM_017458.3	NP_005106.2	-1.673	-2.2	-0.581	-0.183	-0.422	-1.95	1.121	0.321	-1	-0.207	-1.388	-0.021	0.014	-2.269	-2.35	-1.992	-1.648	-1.977	-2.481	-2.75	-3.142	-3.233	-1.309	0.064	-0.379	-2.209	-0.742	-1.637	0.022	-1.206	-1.02	-0.914	-2.701	-1.353	-0.958	2.291	-1.298	1.272	-0.186	-2.292	0.483	-0.647	-1.328	0.199	-1.334	-0.151	0.006	-1.579	0.565	-1.786	-2.095	-1.688	-0.432	-0.139	0.581	0.34	0.186	-0.186	-0.02	1.056
PRSS8	PRSS8	5652	16	31142753	31147151	16p11.2	NM_002773.3	NP_002764.1	1.567	-2.2	-0.581	-1.563	2.401	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-0.403	2.574	0.21	1.876	1.762	-2.879	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-2.218	-2.711	-2.893	-2.701	-2.789	-2.087	-1.578	-1.298	-1.671	-1.305	-0.996	4.584	-0.647	-1.328	-1.596	1.449	3.181	-1.784	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-0.001	-2.008	-1.597	-1.186	-2.092	-1.662
TGFB1I1	TGFB1I1	7041	16	31483475	31489281	16p11.2	NM_001042454.2	NP_001158191.1	-1.673	0.767	3.909	0.923	-2.07	1.946	1.27	1.724	0.571	1.029	-1.388	-1.812	0.429	1.163	0.141	-1.992	-2.879	-0.802	-0.73	-2.75	-3.142	-3.233	0.226	0.186	-0.008	1.581	2.832	-1.637	0.361	-2.218	0.649	-2.893	1.875	-0.768	1.36	2.671	2.413	1.78	1.377	-0.107	0.6	0.607	1.403	-1.596	-1.334	-0.151	0.428	1.449	0.907	0.792	0.807	-1.688	2.511	-1.677	3.45	-2.008	4.027	2.9	-2.092	3.558
TRADD	TRADD	8717	16	67188088	67193812	16q22	NM_003789.3	NP_003780.1	0.114	-0.818	-0.581	-1.563	-2.07	-1.95	0.335	-0.322	-1	-0.261	-1.388	-1.234	-1.23	-1.251	-1.251	-1.992	-1.8	-0.449	-1.382	-0.994	-1.245	-1.754	0.455	0.281	-0.599	-0.606	0.561	0.887	0.955	-0.05	0.675	0.203	-0.718	-2.789	-0.746	0.969	-0.091	0.218	-1.305	-0.904	0.506	-0.647	-0.204	0.69	2.258	1.941	2.576	2.102	2.154	-1.786	0.261	1.021	2.109	3.083	3.402	-2.008	-1.597	-1.186	-2.092	1.557
CDH3	CDH3	1001	16	68678738	68732970	16q22.1	NM_001793.4	NP_001784.2	0.412	-2.2	-0.581	1.596	0.012	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-1.946	0.386	1.906	0.32	-1.992	0.581	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	0.82	-1.637	0.358	-2.218	-0.878	-2.893	-2.701	-2.789	-2.087	0.69	-1.298	-1.671	-1.305	-2.292	1.933	-0.647	-1.328	-1.596	0.224	1.693	-1.784	-1.579	-0.659	-1.786	-0.044	1.131	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
CDH1_21	CDH1	999	16	68771192	68869445	16q22.1	NM_004360.3	NP_004351.1	1.251	-2.2	-0.581	-1.563	0.799	-1.95	-1.533	-1.525	-1	-1.774	-1.388	0.679	1.138	-0.842	0.653	1.506	0.203	0.44	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-0.908	-2.683	-1.637	-2.203	-2.218	-1.139	-2.893	-2.701	-2.789	-2.087	-1.578	-1.298	-1.671	-1.305	-2.292	1.97	-0.647	-1.328	-1.596	-1.334	1.823	-1.784	-1.579	-0.659	-1.786	-2.095	-0.56	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
CDH1_6	CDH1	999	16	68771192	68869445	16q22.1	NM_004360.3	NP_004351.1	0.433	-2.2	-0.581	-1.563	0.775	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-0.283	1.518	-2.269	0.644	0.773	-0.546	-0.378	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-1.065	-1.32	-2.893	-2.701	-2.789	-2.087	-0.112	-1.298	-1.671	-1.305	-2.292	2.51	-0.647	-1.328	-1.596	-1.334	1.402	-1.784	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
CDH1_9	CDH1	999	16	68771192	68869445	16q22.1	NM_004360.3	NP_004351.1	1.195	-2.2	-0.581	-1.563	1.573	-1.95	-1.533	-1.525	-1	-1.774	-1.388	1.201	1.773	-0.046	1.453	1.773	0.292	-0.066	-2.481	-2.75	-3.142	-1.965	-1.608	-1.496	-1.993	-0.221	-2.683	-1.637	-2.203	-2.218	-0.522	-2.893	-1.271	-1.113	-0.237	-0.051	-1.298	-1.671	-1.305	-2.292	1.98	-0.647	-1.328	-1.596	-1.334	1.869	-1.784	-1.579	-0.659	-1.786	-2.095	-0.325	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
BCAR1	BCAR1	9564	16	75262927	75301951	16q23.1	NM_001170714.1	NP_001164186.1	3.589	0.41	0.847	3.034	3.276	3.433	1.369	2.012	2.566	1.852	3.229	0.797	1.053	1.455	1.734	2.667	2.628	3.7	-2.481	-2.75	0.416	-3.233	0.662	1.735	2.818	2.568	-0.438	-1.637	-2.203	-2.218	-0.031	1.41	2.474	1.796	1.134	1.298	1.75	1.96	1.809	0.996	1.756	0.799	1.179	1.203	-1.334	-0.151	-1.784	-1.579	0.641	-1.786	2.926	3.956	2.355	3.096	2.865	1.43	0.977	2.099	3.194	3.553
CRK	CRK	1398	17	1324646	1359561	17p13.3	NM_016823.3	NP_005197.3	0.991	0.498	0.973	1.07	1.006	0.819	1.188	0.75	0.321	0.178	0.765	0.091	0.544	0.406	0.86	-0.026	-0.031	0.704	-0.719	-0.611	0.11	-2.001	-0.658	-0.055	0.845	0.553	1.677	0.675	0.739	0.002	0.014	0.407	1.212	1.38	0.608	1.641	0.967	0.911	0.328	0.509	0.253	0.433	1.528	0.238	-0.283	-0.151	1.452	1.585	-0.659	0.938	-0.058	0.621	0.942	0.688	0.957	0.033	1.097	0.306	0.489	0.504
TP53_10_24337	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119584.1	-1.673	-0.851	-0.581	1.369	1.339	3.248	-1.533	-1.525	-1	-1.774	-1.388	-2.386	-1.23	-2.269	-2.35	1.625	0.473	3.819	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-2.218	-2.711	-2.893	-2.701	-2.789	-2.087	0.042	-1.298	-1.671	-1.305	-2.292	0.401	-0.647	-1.328	-1.596	-1.334	-0.151	-1.784	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
TP53_10_24342	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119584.1	0.206	2.38	1.382	3.154	3.568	5.767	3.157	0.715	4.437	1.961	2.889	1.268	-0.205	0.07	2.07	2.787	2.589	5.351	3.274	-2.75	-3.142	0.957	0.968	-0.06	0.04	0.088	1.147	0.253	-0.565	-0.423	-0.867	-0.759	2.776	1.36	-2.087	-0.422	-1.298	0.551	-1.305	1.422	1.894	-0.647	-1.328	0.042	1.973	-0.151	-1.784	1.483	-0.659	1.071	-2.095	2.429	-0.444	-1.677	-2.001	-2.008	0.13	-1.186	0.057	0.692
TP53_1_5429	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119584.1	0.167	3.196	1.885	3.192	2.859	3.033	2.466	-0.039	0.924	0.932	1.899	-0.345	-1.23	0.095	0.73	2.429	1.929	4.406	2.307	-2.75	-3.142	-1.539	0.818	0.537	-1.993	-2.209	2.492	1.38	1.754	1.226	-0.063	0.743	2.445	1.886	-2.087	-1.578	-1.298	0.026	-1.305	2.299	2.607	-0.647	-1.328	1.358	2.92	1.905	-0.778	2.126	-0.659	1.297	-2.095	3.547	1.609	0.492	0.337	-0.067	2.259	1.769	1.481	1.132
TP53_20_26604	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119584.1	-1.673	0.846	-0.581	2.433	2.069	3.566	0.988	-0.384	0.258	0.382	1.172	-1.48	-1.23	-2.269	-0.449	1.827	0.811	3.837	2.297	-2.75	-3.142	-1.666	-0.016	-1.581	-1.993	-2.209	1.278	-1.637	-2.203	-2.218	-2.711	-2.893	0.564	0.686	-2.087	-1.578	-1.298	-1.671	-1.305	1.873	1.737	-0.647	-1.328	-1.596	0.203	-0.151	-1.784	-1.579	-0.659	-1.786	-2.095	0.293	-1.682	-1.677	-2.001	-2.008	-0.156	-1.186	-2.092	-1.662
TP53_20_26606	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119587.1	-1.673	1.851	0.584	2.923	2.455	4.243	2.26	-0.118	0.62	0.612	1.433	-1.262	-1.23	-2.269	-0.293	2.091	1.159	4.203	2.448	-2.75	-3.142	-1.271	0.539	-1.292	-1.993	-2.209	1.609	-1.637	-1.035	-2.218	-2.711	-2.893	0.949	0.956	-2.087	-1.578	-1.298	-0.501	-1.305	2.155	1.085	-0.647	-1.328	-1.596	0.715	-0.151	-1.784	-1.579	-0.659	-0.54	-2.095	0.606	-1.682	-1.677	-2.001	-2.008	0.33	-1.186	-2.092	-1.662
TP53_20_26607	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119590.1	-1.673	1.725	0.747	2.746	2.359	3.757	2.006	0.037	0.599	0.524	1.321	-0.534	-1.23	-1.17	0.014	1.943	1.231	4.102	2.136	-1.401	-2.061	-0.666	0.701	-0.631	-1.993	-2.209	1.774	-0.026	-0.337	-0.978	-0.802	-1.183	0.907	0.895	-2.087	-1.578	-1.298	-0.088	-1.305	2.147	1.334	-0.647	-1.328	-1.596	1.117	-0.151	-1.784	-0.054	-0.659	-0.29	-2.095	0.823	-0.398	-1.677	-2.001	-2.008	0.717	-1.186	-0.763	-0.186
TP53_26_GBL00063	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119590.1	-1.673	0.745	-0.581	1.066	1.027	2.273	-0.082	-1.525	-1	-1.774	-1.388	-3.571	-1.23	-2.269	-2.35	0.488	-0.276	2.716	-0.047	-2.75	-3.142	-3.233	-1.49	-2.758	-1.993	-2.209	-0.558	-1.637	-2.203	-2.218	-2.711	-2.893	-0.053	-0.398	-2.087	-1.578	-1.298	-1.671	-1.305	-0.624	0.557	-0.647	-1.328	-1.596	0.381	-0.151	-1.784	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-2.008	-0.509	-1.186	-2.092	-1.662
TP53_26_GBL00064	TP53	7157	17	7571719	7590868	17p13.1	NM_001126117.1	NP_001119590.1	0.242	4.182	2.797	3.378	4.249	6.7	4.078	0.404	2.429	1.73	3.034	1.2	-1.23	-0.445	1.833	4.739	3.423	6.318	3.337	-2.75	-3.142	0.072	1.789	0.164	-1.993	-2.209	3.163	1.541	0.485	0.41	-0.472	-0.491	1.7	1.308	-0.782	-1.578	-1.298	0.854	-1.305	2.922	2.957	-0.647	-1.328	0.813	3.087	1.657	-1.784	2.104	-0.659	1.715	-2.095	3.308	0.309	-0.358	-0.092	-2.008	3.233	0.336	0.938	1.272
ERBB2	ERBB2	2064	17	37844336	37884915	17q12	NM_004448.2	NP_004439.2	0.055	-2.2	-0.581	-1.563	0.992	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-0.147	0.291	-1.178	-0.576	-0.284	-1.278	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-2.218	-2.711	-1.524	-2.701	2.816	-2.087	-1.578	-1.298	-1.671	-1.305	-2.292	0.546	-0.647	0.246	0.328	-1.334	-0.151	-0.429	-1.579	5.236	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-0.584	-1.597	-1.186	-2.092	-1.662
KRT20	KRT20	54474	17	39032140	39041495	17q21.2	NM_019010.2	NP_061883.1	-1.673	-2.2	-0.581	-1.563	-2.07	-1.95	-1.533	-1.525	-1	-1.774	-1.388	-3.571	0.455	-2.269	-2.35	2.342	-2.879	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-2.218	-2.711	-2.893	-2.701	-2.789	-2.087	-1.578	-1.298	-1.671	-1.305	-2.292	-0.846	-0.647	-1.328	-1.596	-1.334	-0.151	2.588	-1.579	-0.659	-1.786	-2.095	-1.688	-1.682	-1.677	-2.001	-2.008	-1.597	-1.186	-2.092	-1.662
KRT19	KRT19	3880	17	39679868	39684641	17q21.2	NM_002276.4	NP_002267.2	-1.673	4.23	-0.581	0.373	-2.07	-0.846	-1.533	-1.525	-1	-1.774	-1.388	-3.571	7.476	6.368	6.155	6.402	-2.879	-1.977	-1.325	-0.053	1.822	-0.691	0.552	0.123	-1.993	-2.209	-2.683	-1.637	-0.702	-1.136	-0.544	-0.368	-1.083	-0.731	3.117	4.145	5.267	5.147	-1.305	1.85	-0.846	6.606	1.293	3.168	7.392	8.005	5.996	0.758	6.665	-0.064	4.697	6.392	4.601	6.206	6.501	2.579	-0.362	1.776	4.85	6.527
STAT5A_22	STAT5A	6776	17	40439564	40463960	17q11.2	NM_003152.3	NP_003143.2	0.184	-2.2	-0.581	-1.563	0.235	-0.912	-0.448	-0.449	-1	-1.774	-1.388	-0.825	0.144	-0.879	-0.66	-0.477	-1.055	-0.453	0.473	-0.46	0.519	0.029	-0.397	-0.821	-1.993	-0.066	0.523	-0.011	0.544	-0.336	-0.047	-0.523	-0.466	-0.235	-0.493	1.134	-0.014	-0.018	-1.305	-0.568	1.269	0.7	-1.328	-1.596	-0.299	-0.151	0.162	-1.579	0.607	-1.786	-0.904	-1.688	-1.682	-1.677	-0.703	-2.008	-1.597	-1.186	-2.092	-0.419
STAT5A_9	STAT5A	6776	17	40439564	40463960	17q11.2	NM_003152.3	NP_003143.2	1.222	1.73	2.474	2.028	1.541	1.987	2.544	1.994	2.32	1.306	1.937	2.453	1.518	2.989	2.349	1.013	1.163	2.928	2.791	2.891	2.649	3.266	3.709	3.339	2.041	1.894	3.026	1.945	2.693	1.72	3.427	2.509	2.776	3.088	2.138	2.484	2.408	1.348	1.506	2.487	1.871	2.807	2.551	1.675	2.015	1.838	2.162	2.152	2.529	2.037	1.371	1.187	2.051	2.504	1.505	1.68	1.669	2.354	1.661	2.14
STAT3_20	STAT3	6774	17	40465342	40540513	17q21.31	NM_213662.1	NP_003141.2	-1.673	-0.867	-0.581	0.355	0.787	-0.802	0.053	-0.426	-1	-0.368	-0.31	-0.245	-1.23	-2.269	-0.65	-0.576	-1.774	-1.977	1.272	-0.284	0.737	1.411	-0.252	1.611	0.008	-2.209	1.308	-1.637	-2.203	-1.194	-0.535	0.302	-2.701	-1.192	0.27	1.699	0.882	0.036	1.002	1.496	-0.846	-0.647	0.623	-0.225	-1.334	-0.151	-1.784	-1.579	0.483	-1.786	-2.095	0.197	-0.034	0.562	-0.391	-0.54	-0.271	-1.186	-2.092	-0.393
STAT3_22	STAT3	6774	17	40465342	40540513	17q21.31	NM_213662.1	NP_998827.1	0.123	-0.746	-0.581	0.451	1.024	-0.538	0.228	-0.056	-1	-0.125	0.035	-0.268	-0.068	-0.781	-0.157	0.035	-1.041	-0.69	0.513	-0.729	1.026	1.262	-0.031	1.634	0.036	-1.019	1.182	-0.026	-0.322	-0.124	0.158	0.786	-0.891	-0.605	0.495	1.844	0.394	0.013	0.543	0.857	0.544	-0.647	0.555	0.402	-0.228	-0.151	0.075	-1.579	1.103	-1.786	-2.095	0.945	0.345	0.778	0.228	-0.325	-0.091	0.545	-0.354	0.722
STAT3_9	STAT3	6774	17	40465342	40540513	17q21.31	NM_139276.2	NP_998827.1	-1.673	1.3	0.648	1.134	1.33	0.947	0.614	0.726	1.26	0.095	0.964	1.54	1.265	0.498	1.744	0.724	-0.133	-0.381	1.783	1.253	1.842	2.308	1.488	3.083	1.387	0.371	0.282	-0.326	-2.203	-0.363	0.209	1.106	0.132	0.641	1.731	2.495	1.659	0.973	1.452	2.324	0.982	0.864	2.137	1.223	0.442	-0.151	0.13	0.657	1.653	0.035	-2.095	0.765	1.266	0.951	0.605	0.078	0.047	1.482	0.112	1.203
NME1	NME1	4830	17	49230919	49239450	17q21.3	NM_000269.2	NP_937818.1	0.788	1.248	1.262	1.443	2.049	1.697	2.071	1.703	1.812	0.891	1.487	2.196	1.565	3.421	2.213	1.438	1.119	2.525	1.978	3.14	2.606	2.74	2.964	2.494	2.373	1.681	0.895	0.783	0.581	0.612	1.644	1.074	1.285	1.437	2.011	1.096	1.959	1.441	1.157	2.182	1.151	1.97	2.972	0.937	0.89	-0.151	1.5	1.396	0.849	1.801	0.723	0.984	0.979	0.766	0.657	0.829	0.292	1.236	0.747	1.494
PRKCA	PRKCA	5578	17	64298925	64806862	17q22-q23.2	NM_002737.2	NP_002728.1	-1.673	0.416	0.498	-1.563	-2.07	0.885	1.997	2.016	1.088	0.477	-1.388	2.06	0.81	0.755	-0.135	-1.992	-2.879	0.108	3.268	2.671	2.935	2.648	1.91	2.367	-1.993	0.077	0.876	0.046	-0.37	-0.781	-1.376	0.509	-0.172	-1.582	2.133	2.441	2.852	2.822	2.308	1.929	1.45	1.623	2.084	0.038	-1.334	-0.151	2.27	1.051	0.805	0.398	-2.095	-1.688	1.304	1.193	1.099	0.644	-0.503	0.319	0.681	0.026
GRB2	GRB2	2885	17	73314156	73401790	17q24-q25	NM_002086.4	NP_002077.1	-0.128	-0.887	-0.581	-1.563	-0.196	-0.546	0.417	-0.1	-1	-1.774	-0.196	0.037	0.198	0.31	-0.246	-0.25	-0.545	0.034	1.359	1.577	1.227	0.906	0.328	0.445	-0.682	-1.065	0.326	0.321	0.274	0.232	-0.095	-0.335	-0.481	-0.881	-0.198	1.028	0.797	0.819	0.26	0.268	-0.846	0.361	1.396	-0.379	-1.334	-0.151	0.658	0.697	-0.659	-1.786	-0.232	-1.688	-0.09	0.221	-0.325	-0.095	-1.597	-1.186	-0.165	-1.662
CDH2_1	CDH2	1000	18	25530926	25757410	18q11.2	NM_001792.3	NP_001783.2	-0.549	-0.467	1.695	1.836	0.157	0.914	1.488	1.562	0.653	0.616	1.155	-0.074	1.156	0.587	0.099	0.179	0.686	0.633	-0.044	-0.874	0.377	-0.764	0.25	0.755	0.661	-0.94	1.018	0.553	1.067	-0.193	-0.453	0.152	1.004	0.906	1.036	1.291	1.299	1.214	1.69	0.524	1.418	1.189	1.057	-0.135	1.155	-0.151	0.813	1.585	1.003	1.193	0.829	-0.082	1.184	1.395	0.946	1.839	1.942	0.632	1.135	1.489
CDH2_24	CDH2	1000	18	25530926	25757410	18q11.2	NM_001792.3	NP_001783.2	-1.673	-2.2	1.44	0.398	-2.07	1.046	-0.532	-1.525	-1	-1.774	-0.112	-3.571	-1.23	-2.269	-2.35	-1.992	-2.879	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-2.683	-1.637	-2.203	-2.218	-2.711	-2.893	-0.717	-0.952	-2.087	0.471	-1.298	-1.671	0.682	-2.292	-0.846	-0.647	-1.328	-1.596	-1.334	-0.151	-1.784	-0.529	-0.659	-1.786	-0.672	-1.688	0.221	0.845	-0.071	0.043	1.762	-1.186	0.623	0.323
CDH2_26	CDH2	1000	18	25530926	25757410	18q11.2	NM_001792.3	NP_001783.2	-1.673	-2.2	1.731	1.845	-2.07	0.059	-1.533	-1.525	0.594	-0.527	0.505	-3.571	-1.23	-2.269	-2.35	-1.992	-2.879	-1.977	-2.481	-2.75	-3.142	-3.233	-3.03	-2.758	-1.993	-2.209	-0.037	-1.637	-2.203	-2.218	-1.409	-0.983	0.029	-0.169	-2.087	0.012	-1.298	-1.671	0.313	-2.292	-0.846	-0.647	-1.328	-1.596	-1.334	-0.151	-1.784	0.686	-0.659	-0.144	-0.495	-1.688	0.467	1.031	0.444	0.036	1.231	-1.186	0.377	0.474
DSG1	DSG1	1828	18	28898051	28939209	18q12.1	NM_001942.2	NP_001933.2	-0.15	0.578	-0.581	0.908	0.698	-0.199	0.68	-0.063	-1	-0.07	0.184	-0.016	-1.23	-0.021	-0.722	-0.673	-0.545	-0.532	1.087	0.935	0.222	1.24	1.14	-0.127	-0.355	0.564	0.73	0.138	0.368	-2.218	-0.179	-0.647	0.63	0.226	-0.359	0.557	-1.298	0.386	-1.305	0.262	-0.846	0.506	0.804	-0.058	-1.334	-0.151	-1.784	-1.579	-0.659	-0.421	0.653	-0.339	-0.051	0.787	-0.268	-0.782	0.678	-1.186	0.083	-0.084
MAP2K2_3	MAP2K2	5605	19	4090319	4124126	19p13.3	NM_030662.3	NP_109587.1	3.991	4.237	3.273	3.28	3.17	3.715	4.338	3.48	2.275	4.335	2.496	3.003	2.44	3.655	3.548	2.617	3.284	3.471	3.972	3.96	3.57	3.057	3.036	3.191	3.482	2.361	4.614	3.976	3.704	2.948	3.192	4.109	3.827	4.263	2.87	4.175	3.144	3.885	2.53	4.186	3.507	2.797	4.163	2.692	1.983	2.254	3.097	3.997	3.029	4.41	4.353	-1.688	3.372	3.059	2.615	3.916	3.802	2.906	3.5	3.688
MAP2K2_8	MAP2K2	5605	19	4090319	4124126	19p13.3	NM_030662.3	NP_109587.1	5.45	-2.2	4.768	4.537	4.237	4.907	5.527	4.934	3.68	5.273	4.94	4.664	4.674	5.274	4.802	4.485	4.786	4.823	4.867	5.775	4.278	-3.233	-3.03	5.444	5.062	4.628	4.77	6.213	6.296	4.398	5.041	-2.893	5.336	5.601	4.199	5.596	4.125	5.286	3.676	5.474	3.915	3.952	4.497	4.038	3.838	2.92	5.475	5.557	4.495	5.71	6.174	5.825	5.914	4.825	3.987	5.435	-1.597	4.837	5.914	5.47
RNASEH2A	RNASEH2A	10535	19	12917427	12924462	19p13.2	NM_006397.2	NP_006388.2	1.082	0.693	-0.581	-1.563	0.506	0.183	0.497	0.139	0.232	-0.484	-1.388	1.186	0.568	0.086	0.913	0.6	-0.273	1.733	1.976	2.045	1.232	2.248	1.292	0.788	1.448	-0.681	-1.097	0.205	-0.257	0.049	0.557	-0.892	0.937	0.672	0.09	-0.191	0.511	0.609	0.473	0.855	0.41	1.326	1.373	-0.213	-1.334	-0.151	0.833	0.354	-0.659	0.022	-0.467	0.066	0.129	0.382	0.571	0.122	0.871	0.077	-0.156	0.077
AKAP8	AKAP8	10270	19	15464331	15490612	19p13.1	NM_005858.3	NP_005849.1	3.535	-0.135	0.704	0.168	2.811	0.853	1.676	0.443	0.571	0.115	0.425	0.98	2.546	1.377	2.276	2.289	1.382	1.915	2.616	1.833	1.766	1.304	1.445	1.175	0.247	1.055	5.408	4.165	3.559	2.129	2.509	2.107	0.74	0.698	0.709	0.946	0.284	0.273	0.568	0.4	1.298	1.331	0.657	3.222	0.367	3.88	1.47	1.165	1.587	0.616	1.019	0.927	0.089	0.649	0.794	0.105	0.91	0.736	0.686	1.537
VASP	VASP	7408	19	46010687	46030240	19q13.32	NM_003370.3	NP_003361.1	2.195	-2.2	-0.581	0.95	1.841	1.012	-0.308	-1.525	-1	-1.774	-0.125	2.27	-1.23	3.294	1.795	1.706	1.642	2.738	0.289	1.086	-3.142	0.925	1.812	2.823	1.37	0.793	0.444	-1.637	-2.203	-2.218	-1.133	2.043	2.964	-2.789	0.834	0.353	0.664	0.435	0.081	1.482	-0.846	-0.647	1.36	2.191	-1.334	-0.151	-1.784	-1.579	-0.659	-1.786	3.574	3.942	-1.682	-1.677	-2.001	-2.008	4.292	3.612	3.442	4.014
KLK3	KLK3	354	19	51358170	51364020	19q13.41	NM_001030050.1	NP_001025221.1	1.877	-0.6	1.01	-1.563	-0.226	-0.402	0.049	-0.141	0.062	-0.302	-1.388	-0.429	0.669	-0.274	0.279	0.121	-0.807	-0.012	2.31	2.538	1.559	1.606	2.094	0.889	-0.593	-0.903	1.064	1.071	0.509	0.519	0.121	-0.937	-0.142	-1.108	0.907	2.066	1.347	1.506	1.701	1.263	1.242	1.785	1.265	-1.596	-1.334	-0.151	0.42	0.06	-0.659	-0.587	-2.095	-1.688	-1.682	-1.677	0.788	-0.136	0.36	-1.186	0.064	-0.19
PCNA	PCNA	5111	20	5095598	5107268	20pter-p12	NM_182649.1	NP_002583.1	-0.151	-0.118	-0.581	0.568	0.72	-0.035	-0.361	-1.525	-1	0.11	-1.388	2.205	-1.23	1.027	1.003	1.441	0.707	2.314	4.215	2.29	-0.561	3.941	1.315	1.104	0.3	-0.667	0.004	1.301	0.68	-0.667	1.84	0.222	0.817	0.454	0.22	1.034	0.769	-1.671	-1.305	1.606	-0.846	1.376	0.1	1.086	-1.334	-0.151	1.135	0.876	0.603	1.1	-0.021	-0.076	-0.332	-1.677	-0.058	-0.372	0.206	-1.186	1.212	1.001
ADNP	ADNP	23394	20	49505454	49547527	20q13.13	NM_015339.2	NP_056154.1	2.732	1.412	1.732	1.331	1.905	1.005	1.195	1.581	1.205	1.136	0.774	1.716	2.138	2.206	1.601	2.003	1.699	2.31	2.768	2.65	2.411	2.099	1.964	1.552	2.331	1.296	2.521	2.182	2.267	2.45	1.661	1.294	1.86	1.567	1.922	2.096	1.883	2.104	1.589	2.115	1.911	2.482	2.398	2.161	1.821	1.605	2.208	2.128	1.867	1.529	1.508	1.558	0.954	1.79	1.327	1.569	1.773	2.36	1.534	1.312
